SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount,DiscountApplied,PaymentMethod,ShippingAddress,OrderStatus
304.0,1624.0,2542.0,2023-05-07,5.0,507.364,3.36,PayPal,Random Address 590 6 Dwight Junction,OnHold
320.0,1839.0,2713.0,,0.0,310.827,20.988,PayPal,Random Address 432 007 Artisan Hill,Processing
327.0,1772.0,2480.0,2023-05-07,0.0,504.438,22.968,Cash,Random Address 190 31 Westerfield Court,OnHold
337.0,1127.0,2810.0,,5.0,192.434,20.712,Cash,Random Address 127 29267 Lillian Point,Pending
343.0,1116.0,2463.0,,4.0,237.468,11.58,CreditCard,Random Address 445 4529 Schmedeman Junction,Returned
348.0,1423.0,2431.0,2023-12-07,5.0,370.282,8.976,BankTransfer,Random Address 432 9887 Shopko Trail,OnHold
350.0,1178.0,2944.0,,5.0,322.432,5.028,PayPal,Random Address 211 617 Everett Parkway,OnHold
371.0,1337.0,2265.0,,0.0,478.148,6.684,CreditCard,Random Address 386 21124 Evergreen Hill,Returned
430.0,1680.0,2668.0,,4.0,371.514,19.56,BankTransfer,Random Address 436 17943 Burning Wood Terrace,Returned
448.0,1052.0,2212.0,,0.0,372.273,13.644,Cash,Random Address 910 46054 3rd Street,Processing
452.0,1604.0,2499.0,,3.0,165.088,7.764,BankTransfer,Random Address 498 77 Waubesa Hill,Returned
459.0,1402.0,2087.0,,4.0,469.546,15.708,CreditCard,Random Address 256 69872 Golf Course Trail,InProgress
472.0,1350.0,2020.0,,5.0,383.218,1.104,PayPal,Random Address 959 253 Granby Street,Delivered
480.0,1848.0,2989.0,2023-05-07,2.0,342.089,18.288,PayPal,Random Address 555 10243 Scofield Junction,Returned
494.0,1288.0,2110.0,,5.0,173.074,6.504,BankTransfer,Random Address 181 51 Ilene Center,Processing
500.0,1710.0,2161.0,2023-10-07,0.0,363.869,10.992,BankTransfer,Random Address 964 11 Clemons Place,OnHold
506.0,1506.0,2052.0,2023-08-07,3.0,387.981,2.292,PayPal,Random Address 252 8058 David Way,OnHold
509.0,1315.0,2183.0,,3.0,303.16,8.28,PayPal,Random Address 359 369 Ridge Oak Place,Delivered
527.0,1076.0,2246.0,2023-06-07,0.0,413.578,5.352,CreditCard,Random Address 665 48104 Forest Dale Crossing,Pending
537.0,1657.0,2219.0,2023-04-07,4.0,289.509,23.376,PayPal,Random Address 433 5876 Lakewood Gardens Street,OnHold
539.0,1965.0,2783.0,2023-01-07,4.0,417.076,7.38,PayPal,Random Address 630 303 Spenser Circle,Delivered
544.0,1502.0,2708.0,,4.0,482.548,11.988,CreditCard,Random Address 522 14 Dottie Hill,Processing
545.0,1104.0,2036.0,2023-12-07,3.0,453.398,7.212,PayPal,Random Address 461 0387 Weeping Birch Circle,Delivered
551.0,1546.0,2599.0,,4.0,211.882,22.824,Cash,Random Address 702 17677 Surrey Point,Delivered
552.0,1418.0,2288.0,,0.0,499.983,12.132,BankTransfer,Random Address 887 463 Maywood Terrace,InProgress
555.0,1040.0,2581.0,,3.0,534.886,2.484,CreditCard,Random Address 761 7 Old Gate Pass,Cancelled
556.0,1296.0,2233.0,2023-07-07,4.0,337.161,3.3,Cash,Random Address 499 46139 Oriole Circle,OnHold
560.0,1587.0,2827.0,,5.0,287.617,8.4,PayPal,Random Address 951 3 Elka Crossing,Processing
565.0,1836.0,2352.0,,4.0,269.511,15.036,PayPal,Random Address 188 0 Lien Center,OnHold
595.0,1234.0,2977.0,,0.0,438.042,11.076,BankTransfer,Random Address 157 956 Straubel Crossing,Pending
599.0,1175.0,2652.0,2023-07-07,3.0,337.403,9.612,Cash,Random Address 792 98280 Oneill Park,Processing
624.0,1840.0,2785.0,,0.0,480.722,15.336,CreditCard,Random Address 701 61891 Hoepker Terrace,Cancelled
651.0,1463.0,2965.0,,2.0,388.575,14.34,CreditCard,Random Address 475 90 Dakota Circle,OnHold
687.0,1049.0,2632.0,2023-01-07,4.0,294.063,9.624,CreditCard,Random Address 983 92368 7th Parkway,Pending
705.0,1005.0,2337.0,2023-11-07,0.0,230.593,19.524,CreditCard,Random Address 466 3072 Stang Center,Delivered
706.0,1510.0,2836.0,,3.0,309.463,1.668,CreditCard,Random Address 619 555 Porter Pass,Cancelled
713.0,1822.0,2244.0,2023-02-07,3.0,472.362,13.92,CreditCard,Random Address 220 49 Bartelt Street,OnHold
736.0,1891.0,2509.0,2023-12-07,2.0,523.897,10.104,Cash,Random Address 390 5668 Talisman Center,Delivered
748.0,1844.0,2694.0,,0.0,166.507,17.688,BankTransfer,Random Address 151 97 Crowley Plaza,Cancelled
780.0,1529.0,2650.0,,0.0,483.978,6.708,Cash,Random Address 539 7555 Bultman Point,Cancelled
796.0,1071.0,2868.0,,5.0,388.96,14.172,BankTransfer,Random Address 732 72689 Namekagon Road,InProgress
802.0,1003.0,2512.0,,0.0,356.29,8.664,PayPal,Random Address 213 4 Sutherland Alley,InProgress
813.0,1265.0,2640.0,2023-10-07,2.0,245.597,8.016,BankTransfer,Random Address 507 71351 Lyons Pass,Pending
819.0,1371.0,2061.0,,5.0,464.123,21.252,PayPal,Random Address 510 5000 Upham Trail,InProgress
822.0,1736.0,2078.0,,0.0,312.18,21.108,Cash,Random Address 669 31 Eliot Place,Delivered
847.0,1898.0,2438.0,2023-02-07,0.0,309.738,0.36,BankTransfer,Random Address 577 366 Rockefeller Plaza,OnHold
864.0,1961.0,2506.0,,2.0,387.387,21.096,PayPal,Random Address 418 67484 Kensington Lane,Cancelled
878.0,1367.0,2584.0,2023-11-07,0.0,170.357,9.528,PayPal,Random Address 398 8 Mallard Drive,Returned
891.0,1188.0,2204.0,,3.0,369.49,1.872,PayPal,Random Address 616 8547 Florence Crossing,InProgress
909.0,1543.0,2486.0,2023-10-07,2.0,323.059,14.28,BankTransfer,Random Address 865 6 Mayer Pass,Cancelled
929.0,1825.0,2832.0,2023-07-07,0.0,204.347,6.864,BankTransfer,Random Address 100 56 Garrison Plaza,Processing
942.0,1044.0,2492.0,,5.0,518.21,6.216,PayPal,Random Address 419 90 Raven Avenue,Cancelled
944.0,1578.0,2629.0,2023-06-07,2.0,179.003,18.744,BankTransfer,Random Address 846 9 Sutteridge Center,Cancelled
946.0,1036.0,2379.0,2023-04-07,2.0,351.087,16.584,PayPal,Random Address 431 53991 Schurz Parkway,OnHold
958.0,1274.0,2771.0,,3.0,277.178,23.316,PayPal,Random Address 198 7605 Fairview Pass,InProgress
975.0,1819.0,2271.0,,3.0,247.302,20.652,BankTransfer,Random Address 174 1293 Sheridan Road,OnHold
977.0,1430.0,2864.0,,3.0,309.837,0.684,Cash,Random Address 245 53403 Summit Drive,Returned
991.0,1447.0,2046.0,2023-02-07,4.0,198.473,20.04,Cash,Random Address 672 981 Hanover Street,Cancelled
993.0,1653.0,2740.0,,2.0,370.029,10.044,CreditCard,Random Address 837 60 Old Shore Trail,OnHold
5.0,1200.0,2522.0,,3.0,284.031,13.62,CreditCard,Random Address 188 80 Macpherson Park,OnHold
33.0,1694.0,2545.0,,3.0,484.902,5.244,CreditCard,Random Address 328 37729 Clarendon Street,Returned
40.0,1325.0,2115.0,,0.0,405.68,21.96,PayPal,Random Address 424 718 Brentwood Place,Pending
63.0,1539.0,2103.0,,0.0,338.965,6.384,BankTransfer,Random Address 778 1753 Daystar Center,Returned
79.0,1351.0,2974.0,2023-08-07,3.0,467.555,1.092,CreditCard,Random Address 408 5 Gale Street,Delivered
87.0,1805.0,2705.0,,2.0,363.198,15.396,BankTransfer,Random Address 262 7 Burrows Place,InProgress
101.0,1379.0,2433.0,,4.0,505.384,6.924,BankTransfer,Random Address 425 78297 Bowman Point,InProgress
106.0,1186.0,2894.0,,4.0,295.064,0.336,Cash,Random Address 454 9 Fordem Crossing,Pending
115.0,1407.0,2529.0,,2.0,187.44,15.24,BankTransfer,Random Address 418 9 Derek Alley,Delivered
122.0,1969.0,2474.0,,3.0,435.38,11.892,PayPal,Random Address 984 2 Prentice Lane,InProgress
125.0,1702.0,2380.0,,2.0,519.585,10.128,PayPal,Random Address 775 6 Eastwood Junction,Pending
148.0,1641.0,2563.0,,0.0,351.956,10.332,BankTransfer,Random Address 340 6763 Caliangt Trail,Delivered
159.0,1346.0,2839.0,,0.0,266.046,8.34,BankTransfer,Random Address 773 25 Forest Run Circle,Processing
183.0,1950.0,2242.0,2023-11-07,0.0,276.892,2.1,BankTransfer,Random Address 637 1469 Northfield Place,Returned
186.0,1855.0,2969.0,,4.0,252.208,11.88,Cash,Random Address 750 8 Browning Court,Returned
188.0,1668.0,2089.0,,5.0,252.692,7.008,BankTransfer,Random Address 481 8 Crest Line Junction,Processing
200.0,1687.0,2224.0,,4.0,291.126,8.904,Cash,Random Address 998 7 Red Cloud Plaza,OnHold
212.0,1878.0,2064.0,,2.0,365.035,8.064,PayPal,Random Address 638 981 Orin Junction,Returned
219.0,1581.0,2544.0,2023-09-07,0.0,232.133,10.152,BankTransfer,Random Address 391 7 Eagan Way,Cancelled
238.0,1216.0,2539.0,,3.0,201.652,7.656,Cash,Random Address 368 372 Mayfield Terrace,InProgress
241.0,1599.0,2556.0,2023-07-07,4.0,178.233,16.92,CreditCard,Random Address 997 201 Michigan Road,Delivered
265.0,1650.0,2127.0,2023-08-07,4.0,239.701,0.072,BankTransfer,Random Address 686 194 Moland Plaza,OnHold
282.0,1224.0,2222.0,2023-12-07,2.0,270.116,3.444,Cash,Random Address 758 3114 Orin Plaza,Cancelled
292.0,1448.0,2180.0,2023-07-07,2.0,171.82,22.848,CreditCard,Random Address 613 71447 Fuller Place,OnHold
312.0,1516.0,2527.0,2023-12-07,0.0,281.864,0.816,BankTransfer,Random Address 674 41 Mesta Alley,Cancelled
315.0,1683.0,2060.0,,2.0,240.592,20.22,BankTransfer,Random Address 497 36187 Farragut Parkway,OnHold
325.0,1151.0,2712.0,2023-06-07,4.0,379.764,15.948,Cash,Random Address 288 93171 Derek Point,Returned
356.0,1413.0,2658.0,,5.0,471.68,1.068,CreditCard,Random Address 772 73 Petterle Road,Processing
367.0,1161.0,2510.0,2023-09-07,5.0,531.322,1.944,Cash,Random Address 849 0 Eagan Alley,OnHold
384.0,1651.0,2642.0,,3.0,169.807,8.352,BankTransfer,Random Address 900 6538 Sunfield Road,Returned
392.0,1238.0,2523.0,,2.0,446.358,15.324,PayPal,Random Address 866 17 Del Mar Point,Returned
393.0,1492.0,2991.0,2023-12-07,2.0,540.991,6.66,BankTransfer,Random Address 896 2186 Ohio Pass,Processing
402.0,1064.0,2320.0,,5.0,536.173,1.176,BankTransfer,Random Address 739 0968 Fremont Parkway,OnHold
407.0,1222.0,2736.0,,0.0,197.318,0.12,CreditCard,Random Address 840 0 Muir Circle,Returned
418.0,1191.0,2010.0,,2.0,212.476,22.968,Cash,Random Address 251 22 Fremont Way,Cancelled
433.0,1595.0,2717.0,2023-06-07,0.0,412.225,14.244,PayPal,Random Address 905 4 Vidon Park,InProgress
447.0,1010.0,2516.0,,4.0,287.628,17.88,BankTransfer,Random Address 558 2427 Monterey Plaza,Pending
451.0,1077.0,2448.0,2023-05-07,3.0,412.104,17.724,CreditCard,Random Address 359 0 5th Center,Pending
457.0,1033.0,2494.0,,3.0,501.567,1.644,PayPal,Random Address 519 54 Havey Junction,Processing
474.0,1590.0,2408.0,2023-02-07,2.0,464.013,15.588,PayPal,Random Address 759 5 Di Loreto Terrace,Pending
486.0,1929.0,2255.0,2023-09-07,0.0,528.66,19.5,BankTransfer,Random Address 754 7 Veith Lane,Cancelled
490.0,1569.0,2919.0,,2.0,447.931,6.0,Cash,Random Address 169 46 Randy Terrace,Returned
492.0,1630.0,2044.0,2023-01-07,2.0,227.612,7.416,Cash,Random Address 548 75 Meadow Vale Park,Returned
523.0,1783.0,2452.0,2023-01-07,2.0,482.24,17.016,CreditCard,Random Address 607 8691 Knutson Parkway,Cancelled
542.0,1338.0,2552.0,,0.0,306.163,11.904,CreditCard,Random Address 545 00957 Caliangt Place,InProgress
546.0,1598.0,2459.0,,4.0,384.219,20.412,BankTransfer,Random Address 500 35 Linden Crossing,Delivered
561.0,1494.0,2766.0,,5.0,189.365,11.016,CreditCard,Random Address 499 937 Gerald Pass,Processing
578.0,1482.0,2551.0,2023-02-07,3.0,327.338,16.38,PayPal,Random Address 530 41 Steensland Pass,Returned
580.0,1915.0,2423.0,,5.0,540.914,9.636,Cash,Random Address 802 47 Lukken Avenue,Delivered
581.0,1020.0,2961.0,2023-09-07,2.0,541.816,5.16,PayPal,Random Address 648 628 Fieldstone Trail,Returned
587.0,1292.0,2909.0,,2.0,462.308,12.024,CreditCard,Random Address 276 20582 Karstens Trail,Pending
589.0,1665.0,2299.0,,0.0,391.094,13.404,Cash,Random Address 340 8479 Autumn Leaf Pass,Pending
617.0,1652.0,2848.0,,5.0,168.674,13.92,PayPal,Random Address 716 68012 Kropf Place,Pending
629.0,1361.0,2589.0,,5.0,487.861,10.824,PayPal,Random Address 864 500 Moland Place,Returned
647.0,1103.0,2333.0,2023-03-07,0.0,475.75,19.704,BankTransfer,Random Address 241 595 Welch Crossing,Delivered
653.0,1742.0,2487.0,2023-10-07,2.0,349.756,19.236,CreditCard,Random Address 393 564 Weeping Birch Center,OnHold
680.0,1060.0,2975.0,,3.0,377.036,14.928,Cash,Random Address 241 50151 Bunting Crossing,Delivered
683.0,1204.0,2175.0,,4.0,315.645,12.048,Cash,Random Address 885 2509 Maryland Road,Pending
684.0,1474.0,2162.0,2023-12-07,4.0,291.027,7.428,CreditCard,Random Address 274 7 Truax Alley,InProgress
688.0,1905.0,2457.0,,2.0,226.765,6.96,PayPal,Random Address 897 4 Debra Drive,OnHold
710.0,1396.0,2063.0,,0.0,541.42,14.328,Cash,Random Address 995 615 Old Gate Court,Cancelled
721.0,1063.0,2687.0,,4.0,454.696,8.604,PayPal,Random Address 822 06 Nancy Circle,Pending
747.0,1584.0,2587.0,,4.0,249.062,13.464,Cash,Random Address 542 99015 6th Street,Delivered
758.0,1207.0,2451.0,,3.0,509.872,17.784,Cash,Random Address 396 83 Oakridge Place,Returned
765.0,1327.0,2569.0,,2.0,259.754,16.896,Cash,Random Address 622 580 Montana Plaza,Delivered
766.0,1323.0,2261.0,,0.0,511.335,4.476,CreditCard,Random Address 356 865 Doe Crossing Alley,Processing
771.0,1108.0,2318.0,2023-08-07,2.0,188.529,1.692,PayPal,Random Address 349 3 Lunder Street,InProgress
772.0,1343.0,2847.0,2023-02-07,5.0,337.678,22.992,BankTransfer,Random Address 518 06 Del Sol Avenue,Pending
783.0,1408.0,2747.0,2023-11-07,3.0,374.099,11.196,CreditCard,Random Address 210 499 Gale Avenue,Pending
792.0,1333.0,2891.0,,2.0,333.817,7.02,CreditCard,Random Address 890 06469 Vermont Junction,Cancelled
810.0,1917.0,2905.0,,3.0,318.12,15.372,PayPal,Random Address 505 7417 Roth Road,Processing
825.0,1564.0,2186.0,,0.0,165.814,2.016,BankTransfer,Random Address 958 2587 Artisan Pass,Processing
840.0,1868.0,2657.0,,5.0,348.359,18.924,CreditCard,Random Address 641 3070 Erie Parkway,OnHold
849.0,1523.0,2366.0,2023-08-07,3.0,182.457,10.608,Cash,Random Address 694 60 Katie Park,Processing
863.0,1202.0,2560.0,2023-06-07,2.0,257.246,1.488,Cash,Random Address 473 53438 Bartelt Court,Processing
894.0,1724.0,2710.0,,3.0,501.501,17.76,Cash,Random Address 221 05590 Blaine Avenue,InProgress
904.0,1330.0,2003.0,2023-09-07,0.0,401.72,16.548,BankTransfer,Random Address 186 361 Anhalt Plaza,OnHold
950.0,1499.0,2460.0,,0.0,460.658,14.616,PayPal,Random Address 933 637 Blaine Crossing,Processing
965.0,1989.0,2561.0,2023-09-07,5.0,525.822,22.176,CreditCard,Random Address 441 54175 Fair Oaks Trail,OnHold
989.0,1919.0,2347.0,2023-07-07,0.0,278.795,12.84,CreditCard,Random Address 410 29866 Cascade Trail,Cancelled
8.0,1785.0,2151.0,,2.0,453.882,13.548,PayPal,Random Address 184 2525 Judy Point,Returned
24.0,1944.0,2005.0,,0.0,168.245,12.084,BankTransfer,Random Address 793 52 Cherokee Center,InProgress
44.0,1760.0,2825.0,,0.0,483.109,10.128,Cash,Random Address 879 6 Del Sol Park,OnHold
49.0,1904.0,2416.0,2023-06-07,4.0,178.354,13.02,CreditCard,Random Address 701 01312 Logan Way,InProgress
62.0,1115.0,2159.0,,0.0,285.307,7.92,CreditCard,Random Address 911 0 Browning Hill,Processing
103.0,1864.0,2898.0,2023-04-07,2.0,397.771,10.332,PayPal,Random Address 726 5194 Redwing Parkway,Delivered
108.0,1124.0,2878.0,,0.0,342.012,7.356,PayPal,Random Address 427 9 Brentwood Street,Processing
124.0,1542.0,2045.0,,5.0,373.318,6.528,Cash,Random Address 920 6 Sycamore Way,Processing
127.0,1946.0,2555.0,2023-02-07,4.0,326.106,11.472,PayPal,Random Address 334 65 Twin Pines Alley,Processing
161.0,1460.0,2624.0,2023-12-07,3.0,332.904,0.06,PayPal,Random Address 316 11 Cambridge Circle,OnHold
162.0,1580.0,2237.0,2023-10-07,0.0,548.317,4.56,CreditCard,Random Address 822 385 Thompson Hill,OnHold
175.0,1101.0,2447.0,,5.0,244.563,16.776,CreditCard,Random Address 623 329 Dwight Point,InProgress
178.0,1106.0,2282.0,2023-03-07,0.0,320.507,10.332,Cash,Random Address 706 00280 Stoughton Road,Processing
204.0,1684.0,2702.0,,5.0,308.033,0.708,CreditCard,Random Address 692 80003 Morningstar Alley,OnHold
229.0,1304.0,2200.0,,0.0,515.493,2.112,Cash,Random Address 696 4884 Maple Alley,InProgress
234.0,1640.0,2285.0,,0.0,409.024,17.292,CreditCard,Random Address 232 05 Gateway Center,OnHold
287.0,1706.0,2990.0,,2.0,225.786,0.636,BankTransfer,Random Address 120 0 Hollow Ridge Point,InProgress
299.0,1810.0,2748.0,,5.0,543.29,16.392,Cash,Random Address 516 500 Main Drive,Delivered
306.0,1509.0,2596.0,2023-11-07,4.0,394.526,3.444,Cash,Random Address 390 032 Chinook Pass,OnHold
318.0,1122.0,2767.0,2023-09-07,0.0,443.333,6.072,Cash,Random Address 352 3626 Meadow Ridge Plaza,Cancelled
323.0,1088.0,2041.0,2023-01-07,5.0,250.789,3.156,Cash,Random Address 870 379 Crowley Avenue,OnHold
330.0,1213.0,2844.0,,5.0,382.47,15.876,Cash,Random Address 332 0612 Victoria Junction,Pending
346.0,1551.0,2665.0,,4.0,548.086,9.12,CreditCard,Random Address 169 05 Evergreen Park,InProgress
347.0,1282.0,2765.0,,0.0,204.842,10.032,BankTransfer,Random Address 501 45241 Milwaukee Court,Pending
351.0,1424.0,2630.0,2023-03-07,3.0,172.458,18.96,PayPal,Random Address 591 57636 Waxwing Pass,Delivered
352.0,1723.0,2104.0,2023-04-07,5.0,228.459,18.996,Cash,Random Address 515 6326 Victoria Park,OnHold
366.0,1747.0,2780.0,,3.0,192.83,2.724,BankTransfer,Random Address 514 2 Declaration Avenue,Pending
379.0,1792.0,2407.0,2023-05-07,5.0,443.058,5.736,Cash,Random Address 171 7 Rowland Way,Cancelled
380.0,1767.0,2742.0,2023-04-07,4.0,200.937,20.1,PayPal,Random Address 455 750 Brentwood Junction,Returned
389.0,1629.0,2190.0,2023-04-07,2.0,391.039,10.824,CreditCard,Random Address 700 61846 Butterfield Terrace,Processing
408.0,1237.0,2500.0,,3.0,314.171,1.332,Cash,Random Address 989 1564 Milwaukee Point,InProgress
416.0,1438.0,2796.0,,2.0,392.095,2.928,Cash,Random Address 114 00 Corben Road,Delivered
423.0,1632.0,2402.0,2023-02-07,0.0,365.343,13.368,BankTransfer,Random Address 350 072 Sage Point,Delivered
431.0,1740.0,2707.0,,2.0,349.657,12.828,PayPal,Random Address 278 4556 Dayton Terrace,Returned
460.0,1849.0,2325.0,,0.0,547.558,11.22,CreditCard,Random Address 892 8 Russell Crossing,Returned
463.0,1490.0,2683.0,2023-01-07,4.0,421.938,11.964,CreditCard,Random Address 796 73222 East Park,Returned
510.0,1356.0,2238.0,,4.0,274.516,6.876,PayPal,Random Address 632 8 Pankratz Hill,OnHold
516.0,1717.0,2942.0,,2.0,342.848,15.696,BankTransfer,Random Address 252 593 Gale Plaza,Processing
522.0,1433.0,2737.0,,4.0,415.294,2.196,CreditCard,Random Address 579 9597 Colorado Place,InProgress
543.0,1008.0,2805.0,,3.0,246.125,22.008,Cash,Random Address 249 66464 Charing Cross Junction,OnHold
558.0,1212.0,2543.0,,5.0,345.928,11.964,PayPal,Random Address 192 8 Fordem Place,Processing
563.0,1806.0,2641.0,,3.0,195.789,13.62,CreditCard,Random Address 251 7 Transport Drive,Cancelled
564.0,1995.0,2840.0,,0.0,444.026,7.992,PayPal,Random Address 923 405 Arapahoe Parkway,OnHold
566.0,1563.0,2076.0,,5.0,222.332,9.684,CreditCard,Random Address 904 0 Sachtjen Plaza,Delivered
569.0,1322.0,2950.0,,3.0,461.714,4.356,BankTransfer,Random Address 556 84 Dawn Place,Processing
590.0,1261.0,2590.0,,4.0,363.319,8.736,PayPal,Random Address 472 737 Monument Point,Delivered
596.0,1975.0,2049.0,,2.0,173.118,10.716,PayPal,Random Address 871 1 Wayridge Junction,Delivered
598.0,1318.0,2706.0,2023-06-07,5.0,288.035,3.612,CreditCard,Random Address 111 548 Green Hill,InProgress
609.0,1748.0,2929.0,,4.0,468.171,19.176,PayPal,Random Address 774 92 Nobel Drive,Cancelled
630.0,1566.0,2946.0,,3.0,420.112,6.756,PayPal,Random Address 927 6 Carioca Terrace,Cancelled
640.0,1813.0,2323.0,,0.0,403.931,10.188,BankTransfer,Random Address 188 0913 Delladonna Trail,Processing
642.0,1990.0,2213.0,2023-11-07,4.0,537.02,9.648,PayPal,Random Address 171 30 Grayhawk Road,Delivered
652.0,1244.0,2595.0,2023-05-07,3.0,377.025,8.748,BankTransfer,Random Address 130 97718 Quincy Drive,Delivered
657.0,1271.0,2106.0,2023-03-07,2.0,291.126,22.536,CreditCard,Random Address 663 18747 Artisan Court,OnHold
665.0,1658.0,2865.0,,5.0,281.204,3.072,CreditCard,Random Address 486 359 Shelley Trail,Returned
678.0,1758.0,2565.0,2023-04-07,0.0,467.577,6.792,Cash,Random Address 779 021 Clyde Gallagher Junction,Delivered
694.0,1352.0,2819.0,,5.0,439.692,18.384,CreditCard,Random Address 789 0 Farragut Avenue,Cancelled
708.0,1089.0,2315.0,,5.0,488.752,21.876,BankTransfer,Random Address 895 78923 Farragut Terrace,Pending
712.0,1246.0,2367.0,,4.0,326.854,15.54,CreditCard,Random Address 596 3 Colorado Trail,Cancelled
717.0,1079.0,2241.0,,2.0,388.531,19.32,BankTransfer,Random Address 225 16 Springs Junction,OnHold
742.0,1269.0,2343.0,2023-09-07,3.0,489.104,9.564,Cash,Random Address 473 686 Scott Place,Pending
760.0,1647.0,2009.0,2023-02-07,2.0,230.945,23.88,CreditCard,Random Address 464 4 Golf View Parkway,Processing
806.0,1412.0,2122.0,,5.0,450.406,4.02,PayPal,Random Address 884 3543 Sage Alley,Returned
827.0,1041.0,2424.0,,3.0,544.907,1.008,BankTransfer,Random Address 529 410 Debra Drive,Processing
844.0,1993.0,2191.0,2023-02-07,0.0,174.086,5.568,Cash,Random Address 818 447 Bartillon Park,Pending
865.0,1472.0,2077.0,,5.0,508.739,22.116,CreditCard,Random Address 155 31 Lerdahl Alley,Returned
868.0,1366.0,2392.0,,3.0,544.148,3.696,Cash,Random Address 153 9813 Westridge Junction,Cancelled
898.0,1009.0,2580.0,,5.0,413.996,9.864,PayPal,Random Address 770 58 Autumn Leaf Crossing,Pending
917.0,1180.0,2384.0,,3.0,447.447,15.588,BankTransfer,Random Address 325 1 Oriole Hill,Processing
919.0,1596.0,2304.0,,3.0,471.702,5.952,BankTransfer,Random Address 111 4 Stuart Point,OnHold
961.0,1229.0,2958.0,,5.0,498.443,22.056,BankTransfer,Random Address 619 16840 Arizona Circle,Pending
990.0,1544.0,2472.0,,4.0,365.772,17.604,CreditCard,Random Address 190 1 Armistice Plaza,InProgress
9.0,1125.0,2116.0,,0.0,363.715,0.6,CreditCard,Random Address 851 3935 Carey Circle,InProgress
20.0,1642.0,2566.0,2023-01-07,5.0,169.554,10.212,CreditCard,Random Address 209 20661 Mesta Point,Processing
36.0,1560.0,2350.0,,0.0,383.768,10.236,CreditCard,Random Address 448 7 Artisan Hill,OnHold
56.0,1863.0,2678.0,,4.0,241.164,15.396,PayPal,Random Address 859 29 Glendale Road,Cancelled
61.0,1392.0,2684.0,2023-05-07,0.0,209.748,11.388,PayPal,Random Address 541 37377 Fair Oaks Pass,InProgress
64.0,1219.0,2121.0,2023-03-07,2.0,323.576,8.448,BankTransfer,Random Address 328 54 Lindbergh Circle,Delivered
76.0,1457.0,2124.0,2023-02-07,2.0,411.18,3.552,CreditCard,Random Address 851 1116 Burning Wood Hill,Pending
